id,name,addr,city,state,zipcode,phone,website,pricerange,category,ratingvalue,neighborhood,takes reservations,delivery,take-out,accepts credit cards,good for,parking,attire,ambience,alcohol,outdoor seating,wi-fi,waiter service,caters
4068,revolution house,200 market st,philadelphia,pa,19106,(215) 625-4566,revolutionhouse.com,$$,"american (new);beer, wine & spirits;pizza",3.5,old city,yes,no,yes,yes,dinner,street,casual,trendy,full bar,yes,free,yes,no
4069,union league of philadelphia,140 s broad st,philadelphia,pa,19102,(215) 563-6500,unionleague.org,$$$$,restaurants;venues & event spaces,4.0,rittenhouse square; penn center; avenue of the arts south,yes,no,no,yes,lunch,street,formal (jacket required),classy,full bar,no,no,yes,no
4070,pete’s pizza joint,215 chestnut st,philadelphia,pa,19106,(215) 629-0150,,$,pizza;italian;sandwiches,4.0,old city,no,yes,yes,no,late night,street,casual,,no,no,no,no,no
4071,cavanaugh’s rittenhouse,1823 sansom st,philadelphia,pa,19103,(215) 665-9500,cavsrittenhouse.com,$$,sports bars;gastropubs;burgers,3.5,rittenhouse square; penn center,,no,yes,yes,late night,garage; street,casual,casual,full bar,,free,yes,no
4072,2nd story brewing co,117 chestnut st,philadelphia,pa,19106,(267) 314-5770,2ndstorybrewing.com,$$,american (new);breweries,4.0,old city,yes,no,yes,yes,dinner; late night,street,casual,casual,full bar,yes,free,yes,yes
4073,barclay prime,237 s. 18th street,philadelphia,pa,19103,(215) 732-7560,barclayprime.com,$$$$,steakhouses,4.5,rittenhouse square,yes,no,no,yes,dinner,street,dressy,classy,full bar,no,no,yes,no
4074,north star bar,2639 poplar st,philadelphia,pa,19130,(215) 787-0488,northstarbar.com,$$,music venues;bars;american (new),3.5,fairmount; brewerytown,no,no,yes,yes,late night,street,casual,divey; casual,full bar,no,free,yes,no
4075,the victoria freehouse,10 s front st,philadelphia,pa,19106,(215) 543-6089,thevictoriafreehouse.com,$$,pubs;british,4.0,old city,yes,no,yes,yes,dinner; late night; dessert,street,casual,casual,full bar,yes,free,yes,yes
4076,jim’s steaks,400 south st,philadelphia,pa,19147,(215) 928-1911,jimssouthstreet.com,$,sandwiches;cheesesteaks,3.5,south street district; society hill,no,no,yes,no,lunch,street,casual,casual,beer & wine only,no,no,no,yes
4077,los amigos food market,927 s 9th st,philadelphia,pa,19147,(215) 625-0528,losamigosfoodmarket.com,$,ethnic food;meat shops;mexican,5.0,italian market; bella vista,,,yes,yes,,,,,,,,,
4078,cafe cuong,811 s 8th st,philadelphia,pa,19147,(215) 574-0527,,$,vietnamese,4.0,bella vista,no,no,yes,no,lunch,street,casual,casual,no,no,no,no,yes
4079,la fusion restaurant bar inc,2650 s 15th st,philadelphia,pa,19145,(215) 279-7970,,$$,thai;american (new);sushi bars,4.0,,yes,no,yes,yes,dinner; late night,street,casual,intimate,full bar,no,no,yes,no
4080,le virtu,1927 e passyunk ave,philadelphia,pa,19148,(215) 271-5626,levirtu.com,$$$,italian,4.0,,yes,no,no,yes,dinner,street,casual,intimate,full bar,yes,no,yes,no
4081,lucha cartel,207 chestnut st,philadelphia,pa,19106,(267) 368-7122,luchacartel.com,$$,mexican;bars;breakfast & brunch,3.5,old city,yes,yes,yes,yes,dinner,street; private lot,casual,casual,full bar,yes,free,yes,yes
4082,benna’s cafe,8th and wharton st,philadelphia,pa,19147,(215) 334-1502,,$,coffee & tea;vegan;breakfast & brunch,4.0,,no,no,yes,no,breakfast,street,casual,hipster,no,yes,free,no,no
4083,paradise restaurant & pizza,104 w girard ave,philadelphia,pa,19123,(215) 925-0240,,$,pizza;salad;sandwiches,4.5,,no,no,yes,yes,breakfast,street,casual,casual,no,no,no,yes,no
4084,café lutecia,2301 lombard st,philadelphia,pa,19146,(215) 790-9557,,$,french;breakfast & brunch,4.0,rittenhouse square; fitler square,no,no,yes,no,lunch,street,casual,casual,no,yes,no,yes,no
4085,lazaro’s pizzeria & grill,1743 south st,philadelphia,pa,19146,(215) 545-2775,lazarospizzaandgrill.com,$,pizza;italian;sandwiches,4.0,rittenhouse square,no,yes,yes,no,lunch; dinner,street,casual,casual,no,no,no,no,yes
4086,new york gyro halal food cart,se corner of 11th st and walnut st,philadelphia,pa,19107,,,$,food stands,4.5,market east,no,no,yes,no,lunch,,casual,casual,no,no,no,no,no
4087,vineyards cafe,847 n 16th st,philadelphia,pa,19130,(215) 232-3000,vineyardscafe.com,$,creperies;coffee & tea;breakfast & brunch,5.0,francisville; fairmount,no,no,yes,yes,breakfast,,casual,,no,yes,free,,
4088,archies’s restaurant,1030 s 8th st,philadelphia,pa,19147,(215) 925-1701,,$,mexican,4.0,bella vista,yes,yes,yes,yes,lunch,street,casual,casual,,yes,free,yes,
4089,marigold kitchen,501 s 45th st,philadelphia,pa,19104,(215) 222-3699,marigoldkitchenbyob.com,$$$,american (new),4.0,,yes,no,no,yes,dinner,street,casual,intimate; romantic,no,no,free,yes,no
4090,honeygrow,110 s 16th st,philadelphia,pa,19103,(215) 279-7724,honeygrow.com,$$,juice bars & smoothies;salad,3.5,rittenhouse square; penn center,no,no,yes,yes,lunch,street,casual,casual,no,no,no,no,no
4091,chattime,3608 chestnut st,philadelphia,pa,19104,(215) 382-5555,,$$,japanese,4.0,university city,yes,no,yes,yes,lunch,street,casual,casual,beer & wine only,no,no,yes,no
4092,hummus grill,212 s 11th st,philadelphia,pa,19107,(267) 858-4634,hummusrestaurant.com,$,mediterranean;middle eastern,3.5,washington square west; market east,no,yes,yes,yes,lunch,street,casual,casual,no,no,free,no,yes
4093,buddakan,325 chesnut st,philadelphia,pa,19106,(215) 574-9440,buddakan.com,$$$,asian fusion;chinese,4.0,old city,yes,no,yes,yes,dinner,street,dressy,trendy,full bar,no,no,yes,no
4094,koja grille,1600 n broad st,philadelphia,pa,19121,(215) 763-5652,kojagrille.com,$$,korean;japanese,3.5,templetown; avenue of the arts north,no,yes,yes,yes,lunch,street,casual,casual,no,no,no,no,no
4095,la rosa pizzeria,2106 s broad st,philadelphia,pa,19145,(215) 271-5246,,$,pizza,4.5,,no,yes,yes,no,lunch,street,casual,divey,no,no,no,no,no
4096,new wave cafe,784 s 3rd st,philadelphia,pa,19147,(215) 922-8484,newwavecafe.com,$$,american (traditional);bars,3.5,queen village,no,no,yes,yes,dinner; late night,street,casual,casual,full bar,yes,free,yes,no
4097,mama palma’s gourmet pizza,2229 spruce st,philadelphia,pa,19103,(215) 735-7357,,$$,pizza;italian,3.5,rittenhouse square; fitler square,no,no,yes,no,dinner,street,casual,casual,beer & wine only,yes,no,yes,no
4098,tortilleria san roman,951 s 9th st,philadelphia,pa,19147,(267) 507-9161,,$,mexican,5.0,italian market; bella vista,no,no,yes,no,lunch,street,casual,casual,no,no,no,no,no
4099,a.kitchen,135 s 18th st,philadelphia,pa,19103,(215) 825-7030,akitchenandbar.com,$$$,american (new);breakfast & brunch,3.5,rittenhouse square; penn center,yes,no,no,yes,dinner,street,casual,trendy,full bar,yes,free,yes,no
4100,jovan’s place,2327 e york st,philadelphia,pa,19125,(215) 634-3330,jovansplace.com,$$,american (new);austrian,4.0,kensington,no,no,yes,no,dinner,street,casual,casual,full bar,no,no,yes,yes
4101,good stuff eatery,108 s 18th st,philadelphia,pa,19103,(267) 928-2848,goodstuffeatery.com,$$,burgers,3.5,rittenhouse square; penn center,no,no,yes,yes,lunch,street,casual,casual,beer & wine only,yes,no,no,no
4102,pine st deli,1613 pine st,philadelphia,pa,19103,(215) 545-8985,,$,delis;sandwiches,4.0,rittenhouse square,no,no,yes,no,lunch,street,casual,,beer & wine only,no,no,no,no
4103,fond,1537 s 11th st,philadelphia,pa,19147,(215) 551-5000,fondphilly.com,$$$,american (new),4.5,,yes,no,no,yes,dinner,valet; street,casual,romantic,full bar,yes,no,yes,no
4104,penang,117 n 10th st,philadelphia,pa,19107,(215) 413-2531,penangusa.com,$$,malaysian;cambodian,4.0,chinatown,yes,no,yes,yes,dinner,street,casual,casual,beer & wine only,no,no,yes,yes
4105,mexicali,38th & walnut,philadelphia,pa,19104,(215) 222-2667,,$,mexican;food trucks,4.5,university city,no,no,yes,no,lunch,,casual,,no,no,no,no,no
4106,rustica,903 n 2nd st,philadelphia,pa,19123,(215) 627-1393,rusticaphilly.com,$,pizza;italian;sandwiches,4.0,northern liberties,no,yes,yes,yes,lunch; dinner,street,casual,hipster,no,yes,no,no,yes
4107,cafe square one,50 s 3rd st,philadelphia,pa,19106,(215) 645-2712,cafesquareone.com,$,sandwiches;sushi bars,4.5,old city,no,yes,yes,yes,brunch,street,casual,casual,no,no,free,no,yes
4108,little fish,746 s 6th st,philadelphia,pa,19147,(267) 455-0172,littlefishbyob.com,$$$,seafood,4.5,bella vista,yes,no,no,yes,dinner,street,casual,intimate,no,yes,no,yes,no
4109,taqueria el maguey,1538 s 10th st,philadelphia,pa,19147,(267) 528-3296,,$,mexican,4.0,,no,yes,yes,yes,lunch; dinner,street,casual,divey,no,no,no,no,no
4110,pizza brain,2313 frankford ave,philadelphia,pa,19125,(215) 291-2965,pizzabrain.org,$$,pizza,4.0,,no,yes,yes,no,lunch; dinner,street,casual,hipster,beer & wine only,yes,no,no,yes
4111,red owl tavern,433 chestnut st,philadelphia,pa,19106,(215) 923-2267,redowltavern.com,$$,american (new);breakfast & brunch,3.5,,yes,no,yes,yes,brunch,valet; street; validated,casual,trendy,full bar,yes,free,yes,no
4112,crazy sushi,1837 chestnut st,philadelphia,pa,19103,(215) 988-0398,crazysushiphiladelphia.com,$$,japanese;sushi bars,4.0,rittenhouse square; penn center,yes,yes,yes,yes,lunch,street,casual,trendy,no,no,no,yes,no
4113,dickey’s barbecue pit,650 south street,philadelphia,pa,19147,(267) 273-0364,dickeys.com,$$,barbeque,4.0,south street district; society hill,no,yes,yes,yes,lunch,street,casual,casual,no,no,no,no,yes
4114,italiano’s,2551 s 12th st,philadelphia,pa,19148,(215) 465-1780,,$,italian;ice cream & frozen yogurt;desserts,5.0,,no,no,yes,no,dessert,street,casual,casual,no,yes,no,no,no
4115,brü craft & wurst,1318 chestnut st,philadelphia,pa,19107,(215) 800-1079,bruphilly.com,$$,bars;german,3.5,market east; avenue of the arts south,yes,no,no,yes,lunch,street,casual,trendy,full bar,yes,free,yes,no
4116,devil’s pocket food & spirits,2425 greys ferry ave,philadelphia,pa,19146,(215) 735-2202,devilspocketphilly.com,$$,american (new);pubs,4.0,graduate hospital; grays ferry,yes,no,yes,yes,late night,street,casual,casual,full bar,no,no,yes,no
4117,mad greek restaurant and pizza,3517 lancaster ave,philadelphia,pa,19104,(215) 222-2739,madgreekphilly.com,$,pizza;greek,4.0,university city; powelton village,no,yes,yes,yes,lunch,street,casual,casual,beer & wine only,no,no,no,yes
4118,sláinte pub & grill,3000 market street,philadelphia,pa,19104,(215) 222-7400,slaintephilly.com,$$,pubs;restaurants,3.5,university city,no,no,yes,yes,brunch,street,casual,casual,full bar,no,no,,
4119,hershel’s east side deli,reading terminal market 12th & arch,philadelphia,pa,19176,(215) 922-6220,,$,delis;sandwiches,4.5,,no,no,yes,yes,lunch,street,casual,casual,no,no,no,no,no
4120,square one coffee,249 s 13th st,philadelphia,pa,19107,(267) 758-6352,squareonecoffee.com,$,coffee & tea;cafes,4.5,washington square west,no,no,yes,yes,breakfast,street,casual,casual,no,yes,free,no,no
4121,mazza healthy mediteranean,1100 jackson st,philadelphia,pa,19148,(215) 952-2600,,$$,mediterranean,4.0,,no,yes,yes,yes,lunch; dinner,street,casual,casual,no,no,no,yes,yes
4122,zavino,112 s 13th st,philadelphia,pa,19107,(215) 732-2400,zavino.com,$$,italian;wine bars;pizza,4.0,market east; avenue of the arts south,no,no,yes,yes,dinner,street,casual,casual,full bar,yes,free,yes,no
4123,gennaro’s pizza,1315 bainbridge st,philadelphia,pa,19147,(215) 545-0209,gennarospizzaphilly.com,$,pizza,3.5,bella vista; avenue of the arts south,no,yes,yes,yes,dinner,,casual,casual,no,no,,no,no
4124,blue cat restaurant,1921 fairmount ave,philadelphia,pa,19130,(267) 519-2911,bluecatrestaurant.com,$$,latin american,4.0,francisville; fairmount,yes,no,yes,no,dinner,street,casual,casual,no,yes,free,yes,yes
4125,cafe olé,147 n 3rd st,philadelphia,pa,19106,(215) 627-2140,,$,coffee & tea;mediterranean,4.0,old city,no,no,yes,yes,lunch,street,casual,casual,no,yes,free,no,no
4126,mekong river,1120 - 1124 front st,philadelphia,pa,19147,(215) 467-6100,mekongriverphilly.com,$$,vietnamese,4.0,pennsport,yes,no,yes,yes,dinner,street,casual,casual,full bar,no,free,yes,no
4127,bitar’s,947 federal st,philadelphia,pa,19147,(215) 755-1121,bitars.com,$,middle eastern;greek,4.0,,no,yes,yes,yes,lunch,street,casual,casual,no,yes,free,no,yes
4128,jg domestic,2929 arch st,philadelphia,pa,19104,(215) 222-2363,jgdomestic.com,$$$,american (new);burgers;american (traditional),3.5,university city,yes,yes,yes,yes,dinner,garage; validated,casual,trendy,full bar,no,no,yes,yes
4129,grubhouse,2340 s hemberger st,philadelphia,pa,19145,(215) 334-3525,,$,breakfast & brunch;american (traditional);comfort food,4.5,,yes,yes,yes,yes,brunch,street,casual,casual,no,no,free,yes,yes
4130,nick’s old original roast beef,2149 s 20th st,philadelphia,pa,19145,(215) 463-4114,nicksroastbeef.com,$,dive bars;sandwiches,4.5,,no,no,yes,yes,lunch; dinner,street,casual,divey,full bar,no,no,yes,no
4131,los gallos mexican taqueria,951 wolf st,philadelphia,pa,19148,(267) 571-5719,losgallosmexicantaqueria.com,$,mexican,4.5,,yes,yes,yes,yes,dinner,street,casual,casual,no,no,no,yes,yes
4132,vietnam restaurant,221 n 11th st,philadelphia,pa,19107,(215) 592-1163,eatatvietnam.com,$$,vietnamese,4.0,chinatown,no,no,yes,yes,dinner,street,casual,casual,full bar,no,no,yes,yes
4133,little italy pizza,901 south st,philadelphia,pa,19147,(215) 922-1440,golittleitalypizza.com,$,pizza;italian;sandwiches,4.0,italian market; bella vista,no,yes,yes,yes,lunch; dinner,street,casual,casual,no,yes,no,no,yes
4134,mccrossen’s tavern,529 n 20th st,philadelphia,pa,19130,(215) 854-0923,mccrossens.com,$$,american (traditional);gastropubs,3.5,spring garden; fairmount; art museum district; logan square,yes,no,yes,yes,brunch,street,casual,casual,full bar,yes,no,yes,yes
4135,maoz vegetarian,1115 walnut st,philadelphia,pa,19107,(215) 922-3409,maozusa.com,$,vegetarian;juice bars & smoothies;caterers,4.0,market east,no,yes,yes,yes,lunch,street,casual,casual,no,no,free,no,yes
4136,joe’s pizza,122 s 16th st,philadelphia,pa,19102,(215) 569-0898,joespizzaslice.com,$,pizza,3.5,rittenhouse square; penn center,no,yes,yes,yes,lunch,street,casual,casual,no,no,no,no,no
4137,caffe valentino,1245 s 3rd st,philadelphia,pa,19147,(215) 336-3033,caffevalentino.com,$$$,italian,3.5,pennsport,yes,no,yes,yes,dinner,street,casual,casual,no,yes,no,yes,yes
4138,raindrop cafe,1900 market st,philadelphia,pa,19103,(215) 569-3836,,$,sandwiches;juice bars & smoothies;coffee & tea,4.0,rittenhouse square; penn center,no,no,yes,yes,lunch,street,casual,,no,no,no,no,
4139,franky bradley’s,1320 chancellor st,philadelphia,pa,19107,(215) 735-0735,frankybradleys.com,$$,bars;american (traditional);music venues,4.5,washington square west; avenue of the arts south,yes,no,yes,yes,late night,garage; street; private lot,casual,casual,full bar,no,no,yes,no
4140,chhaya cafe,1819 e passyunk ave,philadelphia,pa,19148,(215) 465-1000,chhayacafe.com,$$,coffee & tea;breakfast & brunch,4.0,,no,no,yes,yes,brunch,street,casual,casual,no,yes,free,yes,no
4141,tria taproom,2005 walnut street,philadelphia,pa,19103,(215) 557-8277,triataproom.com,$$,wine bars;american (new),4.5,rittenhouse square; penn center,no,no,no,yes,late night,street,casual,trendy,beer & wine only,yes,free,yes,no
4142,tap room on 19th,2400 s 19th st,philadelphia,pa,19145,(267) 687-7817,taproomon19th.com,$$,american (new);gastropubs,4.5,girard estate,no,no,yes,yes,brunch; dinner,street,casual,casual,full bar,yes,free,yes,no
4143,dan dan,126 s 16th st,philadelphia,pa,19102,(215) 800-1165,,$$,chinese;taiwanese,4.0,rittenhouse square; penn center,yes,no,yes,yes,lunch,street,casual,casual,full bar,no,no,yes,no
4144,locust rendezvous,1415 locust st,philadelphia,pa,19102,(215) 985-1163,locustrendezvous.com,$,dive bars;salad,4.0,rittenhouse square; avenue of the arts south,no,no,yes,yes,late night,street,casual,divey,full bar,no,free,yes,no
4145,hibachi 2 go,1414 synder ave,philadelphia,pa,19145,(215) 336-8646,,$,sushi bars;japanese,4.0,,no,yes,yes,no,lunch; dinner,street,casual,casual,no,no,no,no,yes
4146,dimitrio & frida’s food cart,s 33rd st and walnut st,philadelphia,pa,19104,,,$,food stands;sandwiches;food trucks,5.0,university city,no,no,yes,no,,,casual,,no,no,,no,
4147,federal donuts,3428 sansom st,philadelphia,pa,19104,(267) 275-8489,federaldonuts.com,$,donuts;coffee & tea;comfort food,4.0,university city,no,no,yes,yes,breakfast,street,casual,casual,no,yes,no,no,no
4148,manita burrito,1925 fairmount ave,philadelphia,pa,19130,(267) 514-7145,manitaburrito.com,,tex-mex,5.0,francisville; fairmount,no,no,yes,yes,,,,,,,,,
4149,kai japanese cuisine,12 s 10th st,philadelphia,pa,19107,(267) 928-4505,kaiphilly.com,$$,japanese;sushi bars,4.0,market east,yes,yes,yes,yes,lunch; dessert,garage; street,casual,casual,no,no,free,yes,yes
4150,sky cafe,1540 w ritner st,philadelphia,pa,19145,(215) 271-1983,skycafephilly.wix.com/skycafe…,$,indonesian,4.5,,no,yes,yes,no,dinner,street,casual,casual,no,no,no,yes,no
4151,tierra colombiana,4535 n 5th st,philadelphia,pa,19140,(215) 324-6086,tierranightclub.net,$$,latin american;bars;dance clubs,4.0,juniata,yes,no,yes,yes,dinner,street,casual,casual,full bar,no,no,yes,yes
4152,watkins drinkery,1712 s 10th st,philadelphia,pa,19148,(215) 339-0175,,$$,gastropubs;vegan,4.0,,no,no,yes,yes,dinner; late night,street,casual,casual,full bar,yes,free,yes,no
4153,smokin bettys,116 s 11th st,philadelphia,pa,19107,(215) 922-6500,smokinbettys.com,$$,barbeque;bars;american (new),3.5,market east,yes,no,yes,yes,dinner,street,casual,casual,full bar,no,no,yes,no
4154,city tap house,"radian balcony 3925 walnut st, fl 2",philadelphia,pa,19104,(215) 662-0105,citytaphouse.com,$$,american (new);pubs,3.5,university city,yes,no,yes,yes,dinner,street,casual,casual,full bar,yes,no,yes,no
4155,liberty chicken,111 s independence mall e 21 s 5th st,philadelphia,pa,19106,(215) 922-1960,,$,asian fusion;chicken wings;thai,4.5,,no,no,yes,yes,lunch,garage; street,casual,,no,no,free,no,no
4156,cosmic cafe & catering,1 boathouse row,philadelphia,pa,19130,(215) 978-0900,cosmicfoods.com,$$,cafes,4.0,fairmount; art museum district,no,no,yes,yes,brunch,street; private lot,casual,casual,no,yes,free,no,yes
4157,dim sum garden,1020 race st,philadelphia,pa,19107,(215) 873-0258,dimsumgardenphilly.com,$,dim sum;asian fusion;shanghainese,4.0,chinatown,no,yes,yes,no,lunch,street,casual,casual,no,no,no,yes,no
4158,morimoto,723 chestnut st,philadelphia,pa,19106,(215) 413-9070,morimotorestaurant.com,$$$$,japanese;sushi bars,4.5,market east,yes,no,no,yes,dinner,valet; street,dressy,trendy,full bar,no,no,yes,no
4159,pita chip,1600 n broad st unit 7,philadelphia,pa,19121,(267) 273-1716,pitachipphilly.com,$,mediterranean;vegetarian;sandwiches,5.0,templetown; avenue of the arts north,no,yes,yes,yes,,,casual,,no,yes,free,no,no
4160,el cafeito,1700 n 3rd st,philadelphia,pa,19122,(215) 278-2482,,$,coffee & tea;latin american;sandwiches,4.5,,no,yes,yes,yes,brunch,street,casual,casual,no,yes,free,no,yes
4161,cucina forte,768 s 8th st,philadelphia,pa,19147,(215) 238-0778,cucinaforte.com,$$,italian,4.0,bella vista,yes,no,yes,yes,dinner,street,casual,casual,no,no,free,yes,yes
4162,steak & shake,2573 frankford ave,philadelphia,pa,19125,(267) 773-7521,steaknshake.com,$,american (new);steakhouses,4.0,kensington,no,no,yes,yes,,street,casual,,no,yes,no,no,no
4163,nick’s charcoal pit,1242 snyder ave,philadelphia,pa,19148,(215) 271-3750,nickscharcoal.com,$$,barbeque,3.5,,no,yes,yes,yes,dinner,street,casual,casual,no,no,no,no,yes
4164,memphis taproom,2331 e cumberland st,philadelphia,pa,19125,(215) 425-4460,memphistaproom.com,$$,pubs;american (new),4.0,kensington,no,no,yes,yes,dinner,street,casual,casual,full bar,yes,no,yes,no
