custom_id,brand,modelno,title,price,descr,shipweight,dimensions1,dimensions2,dimensions3
1328,draper,129002,draper matte white baronet electric screen - av format 60 x 60,423.8,the baronet electric projection screen is easy to install and easy on the wallet. quiet trouble-free operation. universal mounting brackets and 10  power cord with inline switch for easy installation anywhere. available in av ntsc pal hdtv and widescreen format. steel case has a scratch-resistant white polyester finish with matching endcaps. features -low cost electric screen.-screen with 3m power cord and in-line switch. 110v or 220v motor available..-depending on surface available in sizes through 244cm x 244cm or 96 x 96 .-custom sizes available..-these projection screens warranted for one year against defects in materials and workmanship.. screen material matte white the standard to which all other screen surfaces are compared. matt white vinyl reflective surface laminated to tear-resistant woven textile base. a matt white surface diffuses projected light in all directions so the image can be seen from any angle. provides accurate color rendition as well as superior clarity. recommended for use with all high light output projection devices. requires control of ambient light in the audience area. washable flame and mildew resistant. peak gain 1.0.,24.0,0,0,0
1329,draper,101180,draper m1300 premier electric screen  - av format 12 x 12,2436.45,premier electric wall or ceiling projection screen. draper s tab-tensioning system holds the surface taut and wrinkle-free. delivers outstanding picture quality. projected image is framed by standard black masking borders at sides. motor-in-roller is mounted on special vibration insulators so it operates smoothly and silently. features -now available in 16 10 and 15 9 laptop presentation formats.-available with a ceiling trim kit for ceiling recessed installation..-12 black drop is standard..-black case with matching endcaps..-depending on surface available in sizes through 14 x 14 and 12 x 16 230  ntsc and 230  or 20 hdtv. see charts below for details..-with control options it can be operated from any remote location..-custom sizes available..-warranted for one year against defects in materials and workmanship..-plug   accessories section below.. screen material m1300 the perfect matt white diffusing surface. extremely broad light dispersion and spectral uniformity. panoramic viewing angle and true color rendition. recommended for use with any type of projector in rooms where the light level can be reasonably controlled. washable,111.0,0,0,0
1330,draper,111534,draper high contrast grey signature series e electric screen  - av format 7 x 9,2332.95,signature series e ceiling-recessed electric projection screen. independently motorized aluminum ceiling closure disappears into the white case when screen is lowered. hinges are completely concealed. the closure is supported for its entire length preventing the possibility of sag. features -clean appearance of a ceiling-recessed screen..-black borders standard on all formats optional on av ..-depending on surface available in sizes through 16 x 16 and 240 ntsc..-custom sizes available..-warranted for one year against defects in materials and workmanship.. screen material high contrast grey grey textile backed surface offers excellent resolution while enhancing the blacks of lcd and dlp projected images even as whites and lighter colors are maintained. performs well in ambient light condition. high contrast grey s lower gain of 0.8 allows use with even the brightest projectors viewing cone of 180 . available on most non-tensioned motorized and manual screens seamless in sizes up to 8  in height. peak gain of 0.8.,165.0,0,0,0
1331,draper,116305q,draper high contrast grey targa electric screen with quiet motor - hdtv 106 diagonal,882.5,targa electric projection screen. ideal for auditoriums and lecture halls hospitals hotels churches boardrooms and conference rooms. the motor is mounted inside the roller for a trim balanced appearance. pentagonal steel case is scratch-resistant white polyester finish with matching endcaps. features -now available in 16 10 and 15 9 laptop presentation formats.-screen operates instantly at the touch of a button and stops automatically in the up and down positions..-viewing surface can be lowered to any position at the touch of a switch..-ntsc hdtv and widescreen format screens have black borders on all four sides.-available with a ceiling trim kit for ceiling recessed installation..-with control options it can be operated from any remote location..-depending on surface available in sizes through 16 x 16 and 240 ntsc..-custom sizes available..-warranted for one year against defects in materials and workmanship.. screen material high contrast grey grey textile backed surface offers excellent resolution while enhancing the blacks of lcd and dlp projected images even as whites and lighter colors are maintained. performs well in ambient light condition. high contrast grey s lower gain of 0.8 allows use with even the brightest projectors viewing cone of 180 . available on most non-tensioned motorized and manual screens seamless in sizes up to 8  in height. peak gain of 0.8.,62.0,0,0,0
1332,draper,252099,draper hidef grey clarion fixed frame screen - 7 6 diagonal ntsc format,824.99,clarion permanently tensioned projection screen. viewing surface is flat for perfect picture quality. viewing surface is stretched tightly behind a beveled black aluminum frame. new design for quick assembly and flatter viewing surface--no snaps z-clip wall mounting brackets included to simplify installation. features -now available in 16 10 and 15 9 laptop presentation formats.-viewing surface is flat and that means perfect picture quality..-the clarion s aluminum frame forms an attractive 2 border for a clean theatre-like appearance..-switch instantly between two projection formats with the optional eclipse masking system..-the fabric attaches to the frame without snaps or tools forming a perfectly smooth viewing surface..-z-clip wall mounting brackets included to simplify installation..-standard black frame may be covered with velvety black vel-tex which virtually eliminates all reflections on the frame..-depending on surface available in sizes through 10 x 10 or 120 x 120 or 15 ntsc..-custom sizes available..-warranted for one year against defects in materials and workmanship.. screen material hidef grey a grey front projection surface that provides greater contrast and black reproduction than standard surfaces with a lower gain to handle today s super-bright projectors. the grey color enhances color contrast and black levels in the projected image and also allows for more ambient light in the audience area than traditional surfaces. available on all tab-tensioned and permanently tensioned screens. peak gain of 0.9.,45.0,0,0,0
1333,draper,125075,draper vortex rear projection screen with system 200 black frame - 92 diagonal hdtv format,9137.2,the vortex is a marriage of the best features of two rear screen technologies - optical and diffusion. a .5mm fresnel lens gathers the light from the projector and directs it at a right angle through the screen. as the light exits the screen on the audience side a diffusion medium redistributes the light evenly in all directions - up down left right and center giving an exceptionally wide viewing cone in both the horizontal and vertical axes. an extraordinary center-to-corner brightness ratio gives a uniform brightness witout hot spots. vortex features -vortex is designed to be used with single lens projectors -projected light is collimated then diffused evenly making the vortex well suited for use in videowalls and rooms with tiered seating patterns -charcoal grey tint provides superior color contrast even under harsh ambient light -diffusion medium is in the acrylic so it can t be scratched or damaged -warranted for one year against defects in materials and workmanship  installation instructions,230.0,0,0,0
1334,draper,106062,draper at grey access multiview series e acoustically transparent screen - 109 diagonal widescreen format,4375.95,the access multiview series e offers total flexibility. one screen two formats. ceiling-recessed motorized projection screen with independently motorized masking system installed in the same case for dual format projection. features -ceiling-recessed motorized projection screen with independently motorized masking system installed in the same case for dual format projection..-flat black mask on second motor-in-roller converts the projection screen to a 4 3 ntsc format by masking the right and left sides of the viewing surface..-height of viewing surface remains constant..-custom sizes available. screen material at grey at grey offers the acoustical properties of our popular at1200 while providing the best optical qualities of both matt white and high contrast grey. it is unique in that it offers both a 180  viewing cone and the vivid color contrast associated with high contrast grey materials. washable flame and mildew resistant. available in sizes through 6 x 8 or 10 diagonal. gain of 0.8. not recommended for screens smaller than 80  wide when used with lcd or dlp projectors. peak gain of 0.8. installation instructions,96.0,0,0,0
1335,canon,,canon cli-226 black ink tank,0.0,color black chromalife100 access to creative park,0.0,4.5,3.6,0.9
1336,hon,,hon company laminate angled center drawer 22w x 15-3 8d x 2-1 2h henna cherry,85.39,expand your storage capabilities with this durable center drawer. easy-care laminate is spill- scratch- and stain-resistant. angled drawer front with 30  back slant. drawer extends 12 on ball bearing slide suspensions. drawer type n a global product type utility drawers-angled center width 22 in depth 15 3 8 in.product details -height 2 1 2 in. -for use with hon  laminate series. -global product type utility drawers-angled center. -material s laminate. -depth 15 3 8 in. -color s henna cherry. -width 22 in. -corner edge style angled front. -product is in compliance with the governmental epa cpg standards for environmental friendly products..package includes one drawer.warranty the hon  limited lifetime warranty.product is made of at least partially recycled material extra assembly required,11.0,22.0,15.375,2.5
1337,case logic,ula116gray,case logic 16.2  laptop case gray,27.8,fits laptops up to 16.2  front pockets expand for storage 3-way strap management system,1.25,16.54,14.76,3.74
1338,kroo,11929,kroo ipad icap black,28.88,portable and lightweight makes airport security check points easy color black,1.0,12.0,10.0,1.5
1339,,75174,smead 5  expansion end tab file pockets w tyvek straight letter manila 10 box,37.94,ideal for storing items that cannot be hole punched manila stock double thickness in front and back,2.5989999999999998,0,0,0
