custom_id,brand,modelno,title,price,descr,dimensions,shipweight
1172,Wilson Jones,,WILSON JONES                                       Wallet File Legal Recycled Kraft,5.09,Earth-friendly and office-smart recycled wallets are perfect for storing and transporting important files. Expands to accommodate growing files. Flap closure. Durable construction to handle bulky documents. File Jackets Sleeves Wallets Type Wallet Global Product Type File Jackets Sleeves Wallets-Wallet Size Legal Height N A.PRODUCT DETAILS -File Jackets Sleeves Wallets Type Wallet. -Folder Material Kraft. -Number of Pockets 1. -Global Product Type File Jackets Sleeves Wallets-Wallet. -Post-Consumer Recycled Content Percent 90 pct. -Material s Kraft. -Expansion 3 1 2 . -Color s Brown. -Pre-Consumer Recycled Content Percent 10 pct. -Total Recycled Content Percent 100 pct. -Size Legal. Package Includes one wallet.Product is made of at least partially recycled materialGreen Product,,0.41
1173,Acco,26101,ACCO Vinyl Report Cover Prong Clip Letter 1 2  Capacity 10-pack,10.94,Clear vinyl cover Water-resistant Letter-sized paper,,1.25
1174,Kodak,Hard Case Red,Kodak Hard Camera Case Red compatible with a variety of cameras including C183 C195 M530 M550 M575 M590,12.99,Protective EVA hard molded case Interior fabric pocket for memory cards and more Zippered pull loop and belt clip,4.7 x 3.5 x 2.0 inches,0.15
1175,Avery,5889,Avery Laser Print-to-Edge Postcards White 80-Pack,18.98,Pack of 80 postcards Heavyweight cardstock For use with laser printers,11.3 x 8.88 x 0.6 inches,1.1
1176,Arkon,CA9931,Arkon CA9931 Cell Phone Car Charger,8.88,For charging micro USB-compatible devices Compatible with 12V outlets Output Power 5V,4.0 x 2.0 x 1.0 inches,0.25
1177,,81034,Redi-Tag Arrow Message Page Flags in Dispenser  Blue 120 Flags,5.15,Removable and reusable Color Blue Accepts pen and pencil markings,,0.112
1178,Da-Lite,72120,Da-Lite Leg Saver Back Brace for Standard Fast-Fold Screens,82,Provides added reinforcement to bottom hinge and joint of leg when screen is raised higher on legs than normal.  -Price is per Brace.,,2.0
1179,Da-Lite,27651,Da-Lite Da-Glas Deluxe Rear Projection Screen - 96 x 96 AV Format,6128.99,Da-Lite offers a wide range of rigid rear projection screen systems for any need ranging from corporate boardrooms to home theaters designed to provide the highest resolution and most accurate color fidelity. With Da-Lite rear projection screens viewers can enjoy bright high resolution images without turning the lights off. This coating is deposited on a transparent glass Da-Glas or acrylic Da-Plex substrate. Da-Lite utilizes a special coating process which chemically bonds the optical layer to the substrate creating a very high degree of adhesion guaranteed not to peel or strip off. Deluxe Frame Features -Impressive architectural design adds sophistication to any installation -1-3 4 x 3 rectangular base tube -Dovetail frame eliminates light leakage -Black anodized finish -Frame size equals screen viewing area plus 5-1 2,,1065.0
1180,Sharpie,,Sharpie Pen Grip Fine Point Pens Blue Set of 2,3.83,Soft grip Permanent ink Fine point,,
1181,Canon,,Canon Digital SLR Gadget Bag Model 100DG  Compatible with Rebel XS Xsi T1i T2i 5D 50D 60D 7D DSLR s,73.35,Holds cameras lenses and more Water-repellent nylon construction Padded interior dividers,,
1182,,47911,C-Line Poly Zip Letter Size Shop Ticket Holders,22.94,Airtight waterproof and punched Clear heavy-gauge bags Pages life out easily Keep contents clean Press along top to seal Punched for hanging,,2.116
1183,Kingston,KHX1800C9D3/2G,Kingston HyperX 2GB 2 x 1GB DDR3 SDRAM 1800 PC3 12800 240-Pin Desktop Memory Model,41.99,Storage Capacity 2GB Technology DDR SDRAM 240-pin,6.75 x 2.25 x 0.55 inches,0.13
1184,Vantec,UGT-UC302CB,Vantec 2-Port SuperSpeed USB 3.0 ExpressCard 34,40.33,Blazing fast transfer speeds of up to 5Gbps 10x faster than USB 2.0 2 USB 3.0 ports support multiple devices,8.0 x 6.0 x 1.0 inches,1.2
1185,Human Toolz,3N1NGR,Human Toolz 3-in-1 Laptop Pad Galaxy Red,9.88,Microfiber top surface Non-slip natural rubber bottom Protected with the AEGIS Microbe Shield,10.8 x 6.3 x 0.04 inches,0.18
1186,Griffin Technology,GB01759,Griffin iPad Airstrap,39.99,Built-in safety strap Makes holding iPad with one hand easy Structured frame protects the edges controls and connectors of your iPad,11.0 x 8.6 x 1.1 inches,0.6
1187,RCA,22LA45RQ,RCA 22  Class 1080p 60Hz LCD HDTV 22LA45RQ,169,21.6  diagonal screen size  HDMI Inputs 1  Wall mountable  Built-in digital tuner,20.9 x 16.22 x 7.9 inches,12.2
1188,Sony,DSC-H70/BBDL,Sony DSC-H70 Black 16.2MP Digital Camera Bundle w 10x Optical Zoom 3.0  LCD Display Case and 4GB SD Card w 50 Bonus Prints,229,16.2 megapixel resolution Sony G 27-270mm zoom lens 11 scene modes,9.13 x 6.03 x 3.31 inches,1.6
1189,Epson,V11H381020,Epson PowerLite 92 LCD Projector,611.54,Brilliant presentations in almost any lighting condition with 2400 lumens Lightweight travel-friendly design just 6.8 lb,19.0 x 14.0 x 7.0 inches,20.0
1190,Marware,602956007722,Marware C.E.O. Hybrid iPad 2 Case Black,39.99,Ultra-low profile traditional hard shell and padded folio hybrid design Color Black,10.5 x 8.0 x 0.9 inches,1.0
1191,Marware,602956008545,Marware Eco-Flip iPad 2 Case Black,43.99,Flip-style eco-leather iPad 2 case made from RoHS compliant leather Color Black,10.5 x 8.0 x 0.9 inches,1.0
1192,SIIG,CB-DP0D11-S1,SIIG 1m Mini DisplayPort to Display Port Adapter Cable,12.88,All-in-one Mini DisplayPort to DisplayPort adapter and cable Latching DisplayPort connector to prevent accidental disconnection,7.0 x 5.5 x 1.0 inches,0.1
1193,TRENDnet,TEGS24G,TRENDnet 24-Port 10 100 1000Mbps Switch,239.99,24 x 10 100 1000Mbps Auto-MDIX Gigabit Ethernet ports Features a 48Gbps forwarding capacity GREENnet technology,23.0 x 13.0 x 4.0 inches,7.2
1194,Ape Case,AC165,Ape Case AC165 Digital Camera Case,12.85,Keep your digital camera safe from life s hard knocks with theAC165 Ape Case for digital cameras by Norazza,8.0 x 5.0 x 3.5 inches,0.81
1195,HP,HP CB337WN140,HP 75 Tri-color Inkjet Cartridge CB337WN,19.47,Print impressive laser-quality text and graphics with HP s 75 Tri-Color Inkjet Print Cartridge,5.53 x 4.57 x 1.43 inches,0.15
1196,Targus,CPT301US,Targus 17  Platinum Blacktop Standard Laptop Computer Case Black Gray,46.88,Durable polyester exterior   Padded compartment   Front flap pocket   Luggage strap,17.5 x 13.6 x 5.0 inches,3.5
1197,Mach Speed,ECLARM180,Mach Speed MP3 MP4 Armband,9.99,Zipper case and detachable face Foldover pocket Weather resistant neoprene material,8.4 x 5.3 x 1.1 inches,0.1
1198,Kensington,K72335US,Kensington K72335US Ci10 Fit Wireless Notebook Laser Mouse,24.84,Laser Mouse  Wireless  Scroll Wheel,6.8 x 5.3 x 0.6 inches,0.5
1199,Iomega,34337,Iomega 34337 Home Media Network Hard Drive - 1TB - RJ-45 Network USB,129.98,1 TB Storage Capacity  7200rpm,7.83 x 4.92 x 1.57 inches,3.5
1200,Adesso,WKB-3100UB,Adesso WKB-3100UB Wireless Keyboard,56.88,Wireless keyboard  USB connection  Trackball pointing device,11.75 x 6.0 x 1.0 inches,1.6
1201,Verbatim,95003,Verbatim 95003 3x DVD-RAM Double-Sided Media,13.88,DVD-RAM  Write rewrite more than 100 000 times  Hard coating protects disk from scratches and fingerprints,4.95 x 4.5 x 0.45 inches,0.2
1202,Team Pro Mark,MSNF01,Arizona Cardinals Pro Grip Mouse,26.99,Add some style to your desktop with this NFL licensed optical USB mouse Features 3 buttons a scroll wheel football styling and domed team logo. The mouse is desktop and notebook compatible with 800 dpi resolution.,,
1203,Case Logic,147737,Case Logic 14,27.99,Case Logic 14  conveniently organize your mouse iPod cell phone and pens  Separate zippered document compartment fits file folders or magazines Integrated neoprene USB drive pocket Comfortable removable shoulder strap and padded handle for easy portability Luggage strap securely attaches attach to most rolling luggage Available in Asia Pacific Europe Latin America US Featured in 6 money-saving bags article on CNN.com,14.5 x 11.25 x 3.25 inches,1.04
1204,Draper,102185,Draper M1300 Access Series V Electric Screen  - HDTV 161 diagonal,2897.95,Motorized ceiling-recessed tab-tensioned front projection screen. Sleek white extruded aluminum case installs above ceiling. Trim flange finishes the ceiling opening. Tab-tensioned viewing surface and roller can be installed at the same time or can be added quickly and easily without tools at a later time. Features -Now available in 16 10 and 15 9 laptop presentation formats.-Install an Access case first and the screen later..-Motor-in-roller operation..-12 extra drop is standard.-Depending on surface available in sizes through 12 x 12 and 200 NTSC..-Custom sizes available..-Warranted for one year against defects in materials and workmanship.. Screen Material M1300 The perfect matt white diffusing surface. Extremely broad light dispersion and spectral uniformity. Panoramic viewing angle and true color rendition. Recommended for use with any type of projector in rooms where the light level can be reasonably controlled. Washable,,148.0
1205,Draper,114099,Draper Matte White Paragon Electric Screen - AV Format 19 6 x 26,10682.45,A large motor-in-roller projection screen that is ideal for auditoriums and lecture halls. Operations is smooth quiet and reliable with the motor installed on special vibration insulators inside a 6 diameter steel roller. Features -Operation is smooth quiet and reliable -Case is made of aluminum and fire-retardant hardboard -Can be suspended almost anywhere -Surface has unobtrusive horizontal seams -With control options it can be operated from any remote location -Warranted for 1 year against defects in materials and workmanship Installation Instructions Need mounting brackets carrying cases or other screen accessories Shop our selection - call us with any questions View All Screen Accessories,,980.0
1206,Microsoft,164-06233,Microsoft Publisher 2010,117.54,Photo editing tools Print Preview and Backlight features Compatible with Windows XP Vista Server 2003 7,7.57 x 5.44 x 1.19 inches,0.34
1207,BIC,RTR5711-BLU,BIC Triumph 537RT Retractable Gel Pen 0.7mm Blue 1-Dozen,16.99,Rubber grip for comfort and control Smooth refillable gel cartridge Acid-free black ink,6.0 x 2.75 x 1.31 inches,0.35
1208,Rubbermaid,40406ROS,Rubbermaid Techfile Plastic Magazine File Black,5.88,Durable Keeps files organized Can be used horizontally or vertically,,0.452
1209,Xantech,283DMW,Xantech 283Dmw Designer Blink Emitter Single Mini Wire,11.88,Clear adhesive film 2 x 0.5  pieces of double-sided clear adhesive tape 3.5mm mono mini plug,5.0 x 3.0 x 0.25 inches,0.0313
1210,Polaroid,CIA-1237PC,Polaroid i1237 Pink 12MP Digital Camera w 3x Optical Zoom 2.7  LCD Display,68,12 megapixel resolution Polaroid zoom lens 15 scene modes,3.6 x 2.4 x 1.0 inches,0.3
1211,Verbatim,97335,Verbatim 10-Pack 50GB 6x Blu-ray Double Layer Recordable Disc,94.88,50GB of HD storage Hard coating prevents scratches resists fingerprints and reduces dust build-up Blue-violet laser technology reads and writes data,5.75 x 5.6 x 1.35 inches,0.55
1212,Zax,87203,ZAX Pro Series Component Cable 3m,11.88,Connects HDTVs DVDs digital monitors TVs DVRs and VCRs Splits video into 3 components y pr   pb for high-definition picture up to 720p Quad shielding,6.5 x 6.0 x 1.5 inches,1.0
1213,Aleratec,380103,Aleratec 2GB Direct V2 PortaStore USB Flash Drive,43.88,256-Bit AES hardware encryption Delivers the highest level of protection against hacking specified by AES,5.4 x 3.5 x 0.5 inches,0.04
1214,Da-Lite,7031,Da-Lite Pixmate 25 x 30 Shelf Television Cart With Cabinet 54 Height,376.99,Da-Lite s Carts give the lasting performance and quality you expect. All are designed to take the rigors of heavy use for years to come. You ll also appreciate the attention to safety with no-slip pads one-half inch safety lips and no sharp edges. Carts are standard with aircraft quality 4 casters and o-rings for smooth quiet operation and with a powder coated finish. Cabinet model offers secure steel enclosure with hinged locking door. Easy to assemble and reduces shipping costs. Black powder coated finish.,54.0 x 30.0 x 25.0 inches,103.0
1215,MOTION SYSTEMS,P10SLV85-AST,Motion Systems 10.2  Skull Netbook Case,12.99,Fits netbooks up to 10.2  Fully padded body protects netbook Exterior zipper pocket for storage,31.8 x 23.8 x 5.0 inches,0.4
1216,,,Apple iPad 2 with Wi-Fi 16GB w Starter Accessory,498,b Apple iPad 2 with Wi-Fi Available in 16GB 32GB 64GB 9.7-inch diagonal LED-backlit display with IPS technology,,
1217,Chief Manufacturing,,Chief Manufacturing Centris Quick Release Interface,38,Small flat panel quick release bracket. For use with Chief s Centris line KCS-110 KCD-110 KCV-110 KCG-110 and KCB-110 . To complete installation you must order the correct interface Chief warrants its products excluding electric gas cylinder and one-way bearing mechanisms to be free of defects in material and workmanship for 10 years. PLEASE NOTE This item cannot be shipped to Puerto Rico About Chief Manufacturing For over a quarter of a century Chief has been an industry leader in manufacturing total support solutions for presentation systems. Chief s commitment to responding to growing industry needs is evident through a full line of mounts lifts and accessories for projectors and flat panels utilizing plasma and LCD technologies. Chief is known for producing the original Roll Pitch and Yaw adjustments in 1978 to make projector mount installation and registration quick and easy. Today Chief continues to provide innovative mount features including the first-ever seismic-rated LCD and plasma wall mounts. For the highest quality in AV mounting no name is trusted more than Chief. All Chief products are designed and manufactured at Chief s main headquarters in Minnesota. Most mounts will ship within 24-48 hours if you need your projector LCD or plasma mount fast give us a call See All Chief Mounts,,1.65
1218,Verbatim,VER97185,Verbatim Smartdisk Acclaim 320GB USB Portable Hard Drive Blue,59.84,Small compact hard drive Windows and Mac compatible Includes Nero BackItUp and Burn Essentials software,7.09 x 5.51 x 1.89 inches,0.67
1219,V7,VASDH8GCL4R-1N,V7 8GB SD Card Secure Digital High Capacity 8 GB Memory Card,10.26,Compatibility digital cameras portable media players and more Content Protection for Recordable Media CPRM Built-in Error Correcting Code ECC to detect and correct transfer errors,11.65 x 9.15 x 8.48 inches,7.65
