"id","title","authors","venue","year"
"conf/sigmod/MarklL02","learning table access cardinalities with leo","volker markl, guy m. lohman","sigmod conference",2002
"journals/sigmod/Jannink95","implementing deletion in b+-trees","jan jannink","sigmod record",1995
"conf/vldb/ChengGKLLQS99","implementation of two semantic query optimization techniques in db2 universal database","k. bernhard schiefer, fred koo, t. y. cliff leung, linqi liu, jarek gryz, xiaoyan qian, qi cheng","vldb",1999
"conf/vldb/Huyn97","multiple-view self-maintenance in data warehousing environments","nam huyn","vldb",1997
"conf/sigmod/LaursenOP94","oracle media server: providing consumer based interactive access to multimedia data","mark porter, andrew laursen, jeffrey olkin","sigmod conference",1994
"conf/vldb/NathDKGKS03","irisnet: an architecture for internet-scale sensing services","phillip b. gibbons, suman nath, amol deshpande, srinivasan seshan, brad karp, yan ke","vldb",2003
"conf/sigmod/AgrawalW00","a framework for expressing and combining preferences","edward l. wimmers, rakesh agrawal","sigmod conference",2000
"conf/sigmod/HwangLYMMGCSS94","the myriad federated database prototype","k. mediratta, ee-peng lim, j. stenoien, s. musukula, jaideep srivastava, h.-r. yang, d. clements, m. ganesh, san-yih hwang","sigmod conference",1994
"conf/sigmod/ParkKKLPC98","xmas: an extensible main-memory storage system for high-performance applications","ki hong kim, yong sik kwon, sang kyun cha, jang ho park, byoung dae park, sangho lee","sigmod conference",1998
"conf/vldb/ChoN02","effective change detection using sampling","alexandros ntoulas, junghoo cho","vldb",2002
"conf/vldb/GaasterlandL94","qualified answers that reflect user needs and preferences","terry gaasterland, jorge lobo","vldb",1994
"journals/sigmod/BunemanFSW01","constraints for semi-structured data and xml","wenfei fan, peter buneman, scott weinstein, j?r?me sim?on","sigmod record",2001
"journals/sigmod/Alonso95a","trade press news","rafael alonso","sigmod record",1995
"journals/sigmod/BerraNT95","acm multimedia '94 conference workshop on multimedia database management systems","p. bruce berra, bhavani m. thuraisingham, kingsley c. nwosu","sigmod record",1995
"conf/sigmod/GarofalakisGR02","querying and mining data streams: you only get one look a tutorial","minos n. garofalakis, rajeev rastogi, johannes gehrke","sigmod conference",2002
"journals/sigmod/Aberer03b","book review column","karl aberer","sigmod record",2003
"conf/sigmod/DeshpandeGR01","independence is good: dependency-based histogram synopses for high-dimensional data","amol deshpande, rajeev rastogi, minos n. garofalakis","sigmod conference",2001
"conf/vldb/SchmidtWKCMB02","xmark: a benchmark for xml data management","martin l. kersten, ralph busse, florian waas, michael j. carey, albrecht schmidt, ioana manolescu","vldb",2002
"journals/sigmod/Ozsu03","chair's message","m. tamer ?zsu","sigmod record",2003
"journals/vldb/ZezulaSAR98","approximate similarity retrieval with m-trees","fausto rabitti, giuseppe amato, pavel zezula, pasquale savino","vldb j.",1998
"conf/vldb/KnorrN99","finding intensional knowledge of distance-based outliers","raymond t. ng, edwin m. knorr","vldb",1999
"conf/sigmod/ZaharioudakisC97","highly concurrent cache consistency for indices in client-server database systems","michael j. carey, markos zaharioudakis","sigmod conference",1997
"journals/tods/OliverS94","a taxonomy for secure object-oriented databases","sebastiaan h. von solms, martin s. olivier","acm trans. database syst.",1994
"conf/sigmod/GarofalakisGRSS00","xtract: a system for extracting document type descriptors from xml documents","rajeev rastogi, s. seshadri, minos n. garofalakis, aristides gionis, kyuseok shim","sigmod conference",2000
"conf/vldb/WangZL03","atlas: a small but complete sql extension for data mining and data streams","haixun wang, chang luo, carlo zaniolo","vldb",2003
"conf/sigmod/FabretJLPRS01","filtering algorithms and implementation for very fast publish/subscribe","kenneth a. ross, fran?oise fabret, fran?ois llirbat, jo?o pereira, hans-arno jacobsen, dennis shasha","sigmod conference",2001
"conf/sigmod/FegarasM95","towards an effective calculus for object query languages","david maier, leonidas fegaras","sigmod conference",1995
"journals/sigmod/CampbellEM03","xml schema","jim melton, charles e. campbell, andrew eisenberg","sigmod record",2003
"journals/vldb/ChakrabartiRS03","fast and accurate text classification via multiple linear discriminant projections pp","shourya roy, mahesh v. soundalgekar, soumen chakrabarti","vldb j.",2003
"conf/vldb/Bayer95","document management as a database problem","rudolf bayer","vldb",1995
"conf/vldb/GibbonsMP97","fast incremental maintenance of approximate histograms","yossi matias, phillip b. gibbons, viswanath poosala","vldb",1997
"conf/sigmod/Amer-YahiaCLS01","minimization of tree pattern queries","sihem amer-yahia, divesh srivastava, laks v. s. lakshmanan, sungran cho","sigmod conference",2001
"journals/sigmod/BoscMP01","report on the fourth international conference on flexible query answering systems","gabriella pasi, amihai motro, patrick bosc","sigmod record",2001
"conf/sigmod/CruzJ99","a user-centered interface for querying distributed multimedia databases","kimberly m. james, isabel f. cruz","sigmod conference",1999
"conf/vldb/BraumandlCK98","evaluating functional joins along nested reference sets in object-relational and object-oriented databases","alfons kemper, reinhard braumandl, jens clau?en","vldb",1998
"conf/vldb/Celis96","the query optimizer in tandem's new serverware sql product","pedro celis","vldb",1996
"conf/vldb/DillKMRST01","self-similarity in the web","stephen dill, andrew tomkins, ravi kumar, sridhar rajagopalan, kevin s. mccurley, d. sivakumar","vldb",2001
"journals/sigmod/Snodgrass03c","developments at acm tods","richard t. snodgrass","sigmod record",2003
"conf/vldb/SindoniTABFGMPPT01","sit-in: a real-life spatio-temporal information system","stefano de francisci, rossella molinaro, orietta gargano, mario paolucci, leonardo tininini, giuseppe sindoni, paola patteri, amedea ambrosetti, pina ticca, cristina bedeschi","vldb",2001
"journals/tods/CastanoAFP98","conceptual schema analysis: techniques and applications","valeria de antonellis, barbara pernici, maria grazia fugini, silvana castano","acm trans. database syst.",1998
"conf/vldb/RamaswamyMS98","on the discovery of interesting patterns in association rules","sridhar ramaswamy, sameer mahajan, abraham silberschatz","vldb",1998
"conf/vldb/Lindsay95","db2 common server: technology, progress, & directions","bruce g. lindsay","vldb",1995
"conf/sigmod/CasatiS01","models and languages for describing and discovering e-services","ming-chien shan, fabio casati","sigmod conference",2001
"journals/tods/Suciu02","distributed query evaluation on semistructured data","dan suciu","acm trans. database syst.",2002
"conf/vldb/Malaika96","database management systems and the internet","susan malaika","vldb",1996
"conf/vldb/AboulnagaAN01","estimating the selectivity of xml path expressions for internet scale applications","ashraf aboulnaga, jeffrey f. naughton, alaa r. alameldeen","vldb",2001
"conf/vldb/AbiteboulBMMW02","active xml: peer-to-peer data and web services integration","tova milo, roger weber, ioana manolescu, omar benjelloun, serge abiteboul","vldb",2002
"conf/vldb/DeenJNNW00","a 20/20 vision of the vldb-2020?","shamkant b. navathe, erich j. neuhold, gio wiederhold, anant jhingran, s. misbah deen","vldb",2000
"journals/sigmod/LaenderRST02","a brief survey of web data extraction tools","berthier a. ribeiro-neto, alberto h. f. laender, altigran soares da silva, juliana s. teixeira","sigmod record",2002
"journals/sigmod/Segev94a","editor's notes","arie segev","sigmod record",1994
"conf/vldb/HoskingC99","pm3: an orthogonal persistent systems programming language - design, implementation, performance","antony l. hosking, jiawan chen","vldb",1999
"conf/sigmod/HellersteinN96","query execution techniques for caching expensive methods","joseph m. hellerstein, jeffrey f. naughton","sigmod conference",1996
"conf/sigmod/HaasH01","online query processing","peter j. haas, joseph m. hellerstein","sigmod conference",2001
"conf/sigmod/Shasha97","lessons from wall street: case studies in configuration, tuning, and distribution (tutorial)","dennis shasha","sigmod conference",1997
"journals/tods/Chen95","declarative updates of relational databases","weidong chen","acm trans. database syst.",1995
"conf/vldb/RamamurthyDS02","a case for fractured mirrors","ravishankar ramamurthy, qi su, david j. dewitt","vldb",2002
"conf/vldb/IdrisGC94","providing dynamic security control in a federated database","r. f. churchhouse, w. a. gray, n. b. idris","vldb",1994
"journals/sigmod/ConstantopoulosCP01","semantic web workshop: models, architectures and management","vassilis christophides, dimitris plexousakis, panos constantopoulos","sigmod record",2001
"conf/vldb/MatthesS94","persistent threads","joachim w. schmidt, florian matthes","vldb",1994
"conf/sigmod/GeorgeH97","secure transaction processing in firm real-time database systems","binto george, jayant r. haritsa","sigmod conference",1997
"conf/vldb/KalusD95","flexible relations - operational support of variant relational structures","peter dadam, christian kalus","vldb",1995
"journals/vldb/StonebrakerALPSSSY96","mariposa: a wide-area distributed database system","carl staelin, paul m. aoki, witold litwin, michael stonebraker, adam sah, jeff sidell, andrew yu, avi pfeffer","vldb j.",1996
"journals/sigmod/FrankNS02","report on the semantic web workshop at www 2002","martin r. frank, natalya fridman noy, steffen staab","sigmod record",2002
"journals/sigmod/Snodgrass94","overview of the special section on temporal database infrastructure","richard t. snodgrass","sigmod record",1994
"conf/vldb/KochBG03","path queries on compressed xml","martin grohe, peter buneman, christoph koch","vldb",2003
"conf/sigmod/BlohsfeldKS99","a comparison of selectivity estimators for range queries on metric attributes","bernhard seeger, bj?rn blohsfeld, dieter korus","sigmod conference",1999
"conf/sigmod/GrayHOS96","the dangers of replication and a solution","dennis shasha, jim gray, patrick e. o'neil, pat helland","sigmod conference",1996
"conf/sigmod/AshleyFHLNP95","the query by image content (qbic) system","denis lee, wayne niblack, james l. hafner, dragutin petkovic, myron flickner, jonathan ashley","sigmod conference",1995
"journals/sigmod/PalpanasPKG03","distributed deviation detection in sensor networks","dimitrios gunopulos, themistoklis palpanas, dimitris papadopoulos, vana kalogeraki","sigmod record",2003
"journals/sigmod/AbiteboulH95","response to a close look at the ifo data model","serge abiteboul, richard hull","sigmod record",1995
"conf/vldb/Suciu96","query decomposition and view maintenance for query languages for unstructured data","dan suciu","vldb",1996
"conf/vldb/Wadler01","et tu, xml? the downfall of the relational empire (abstract)","philip wadler","vldb",2001
"conf/vldb/ArgePRSV98","scalable sweeping-based spatial join","lars arge, jeffrey scott vitter, torsten suel, sridhar ramaswamy, octavian procopiuc","vldb",1998
"conf/vldb/MorimotoFMTY98","algorithms for mining association rules for binary segmentations of huge categorical databases","kunikazu yoda, hirofumi matsuzawa, takeshi tokuyama, yasuhiko morimoto, takeshi fukuda","vldb",1998
"conf/sigmod/ChoiC02","selectivity estimation for spatio-temporal queries to moving objects","yong-jin choi, chin-wan chung","sigmod conference",2002
"conf/vldb/GilbertKMS01","surfing wavelets on streams: one-pass summaries for approximate aggregate queries","anna c. gilbert, martin strauss, yannis kotidis, s. muthukrishnan","vldb",2001
"journals/sigmod/TaninBS96","incremental data structures and algorithms for dynamic query interfaces","ben shneiderman, richard beigel, egemen tanin","sigmod record",1996
"conf/sigmod/KatayamaS97","the sr-tree: an index structure for high-dimensional nearest neighbor queries","norio katayama, shin'ichi satoh","sigmod conference",1997
"journals/sigmod/AndersonS94","sequoia 2000 metadata schema for satellite images","michael stonebraker, jean t. anderson","sigmod record",1994
"conf/sigmod/BunemanKTT02","archiving scientific data","sanjeev khanna, peter buneman, wang chiew tan, keishi tajima","sigmod conference",2002
