"id","title","authors","venue","year"
758380,"picodmbs: scaling down database techniques for the smartcard","christophe bobineau, luc bouganim, philippe pucheral, patrick valduriez","very large data bases",2000
758381,"picodbms: validation and experience","nicolas anciaux, christophe bobineau, luc bouganim, philippe pucheral, patrick valduriez","very large data bases",2001
758382,"netcube: a scalable tool for fast data mining and compression","dimitris margaritis, christos faloutsos, sebastian thrun","very large data bases",2001
758383,"db2 spatial extender - spatial data within the rdbms","david w. adler","very large data bases",2001
758375,"the persistent cache: improving oid indexing in temporal object-oriented database systems","kjetil n&#248;rv&#229;g","very large data bases",1999
758377,"efficient numerical error bounding for replicated network services","haifeng yu, amin vahdat","very large data bases",2000
758378,"memex: a browsing assistant for collaborative archiving and mining of surf trails","soumen chakrabarti, sandeep srivastava, mallela subramanyam, mitul tiwari","very large data bases",2000
758379,"building and customizing data-intensive web sites using weave","khaled yagoub, daniela florescu, val&#233;rie issarny, patrick valduriez","very large data bases",2000
765526,"advanced data processing in krisys: modeling concepts, implementation techniques, and client/server issues","stefan de&#223;loch, theo h&#228;rder, nelson mattos, bernhard mitschang, joachim thomas","the vldb journal &mdash; the international journal on very large data bases",1998
765525,"maintenance of implication integrity constraints under updates to constraints","naci s. ishakbeyoglu, z. meral ozsoyoglu","the vldb journal &mdash; the international journal on very large data bases",1998
765523,"data partitioning and load balancing in parallel disk systems","peter scheuermann, gerhard weikum, peter zabback","the vldb journal &mdash; the international journal on very large data bases",1998
765522,"the oodb path-method generator (pmg) using access weights and precomputed access relevance","ashish mehta, james geller, yehoshua perl, erich neuhold","the vldb journal &mdash; the international journal on very large data bases",1998
765521,"a flexible and recoverable client/server database event notification system","eric n. hanson, i.-cheng chen, roxana dastur, kurt engel, vijay ramaswamy, wendy tan, chun xu","the vldb journal &mdash; the international journal on very large data bases",1998
765520,"optimizing relational queries in connection hypergraphs: nested queries, views, and binding propagations","jia liang han","the vldb journal &mdash; the international journal on very large data bases",1998
765518,"opt++ : an object-oriented implementation for extensible database query optimization","navin kabra, david j. dewitt","the vldb journal &mdash; the international journal on very large data bases",1999
765517,"constant time permutation: an efficient block allocation strategy for variable-bit-rate continuous media data","yueh-min huang, jen-wen ding, shiao-li tsao","the vldb journal &mdash; the international journal on very large data bases",1999
765516,"the intrinsic problems of structural heterogeneity and an approach to their solution","theo h&#228;rder, g&#252;nter sauter, joachim thomas","the vldb journal &mdash; the international journal on very large data bases",1999
765515,"fast joins using join indices","zhe li, kenneth a. ross","the vldb journal &mdash; the international journal on very large data bases",1999
765513,"efficient support for interactive service in multi-resolution vod systems","kelvin k. w. law, john c. s. lui, leana golubchik","the vldb journal &mdash; the international journal on very large data bases",1999
765512,"semantic heterogeneity resolution in federated databases by metadata implantation and stepwise evolution","goksel aslan, dennis mcleod","the vldb journal &mdash; the international journal on very large data bases",1999
765511,"mil primitives for querying a fragmented world","peter a. boncz, martin l. kersten","the vldb journal &mdash; the international journal on very large data bases",1999
765510,"deadlock detection in distributed database systems: a new algorithm and a comparative performance analysis","natalija krivokapi&#263;, alfons kemper, ehud gudes","the vldb journal &mdash; the international journal on very large data bases",1999
765508,"indexing very high-dimensional sparse and quasi-sparse vectors for similarity searches","changzhou wang, x. sean wang","the vldb journal &mdash; the international journal on very large data bases",2001
765507,"a graph-theoretic model for optimizing queries involving methods","chiang lee, chi-sheng shih, yaw-huei chen","the vldb journal &mdash; the international journal on very large data bases",2001
765505,"hmap- a temporal data model managing intervals with different granularities and indeterminacy from natural language sentences","carlo combi, giuseppe pozzi","the vldb journal &mdash; the international journal on very large data bases",2001
765506,"supporting efficient multimedia database exploration","wen-syan li, k.sel&#231;uk candan, kyoji hirata, yoshinori hara","the vldb journal &mdash; the international journal on very large data bases",2001
765240,"progressive evaluation of nested aggregate queries","kian-lee tan, cheng hian goh, beng chin ooi","the vldb journal &mdash; the international journal on very large data bases",2000
765504,"combining multi-visual features for efficient indexing in a large image database","anne h. h. ngu, quan z. sheng, du q. huynh, ron lei","the vldb journal &mdash; the international journal on very large data bases",2001
765238,"optimizing database architecture for the new bottleneck: memory access","stefan manegold, peter a. boncz, martin l. kersten","the vldb journal &mdash; the international journal on very large data bases",2000
765239,"online dynamic reordering","vijayshankar raman, bhaskaran raman, joseph m. hellerstein","the vldb journal &mdash; the international journal on very large data bases",2000
